riddle,choice0,choice1,choice2,choice3,choice4,label
粒粒珍珠闪银光，家家户户柜中藏，散出奇味自身灭，驱虫防蛀保衣裳 （打一物）,蚊香,洗衣粉,硫化钾,变色硅胶,卫生球,4
给力写成合力 （打一成语）,紧闭双眼,面无人色,披头散发,一丝不挂,罗衫,3
人鬼情未了 （打一歌名）,火烧的寂寞,死了都要爱,香水有毒,广岛之恋,小情歌,1
荒山古刹 （三字电影）,火工头陀,少林寺,水浒,道士,罗汉堂,1
两台抽水机抽水 （打一成语）,一石二鸟,标本兼治,两手抓,双管齐下,立竿见影,3
二姑娘又到 （电视剧名）,女奴,男妾,仆从,贵族小姐,公主,0
病毒宿主狐狸齿，白天休息夜觅食。 （打一动物）,蝙蝠,蜥蜴,蜘蛛,甲虫,怪鸟,0
冠军奖杯捧与谁 （打一成语）,七嘴八舌,鸦雀无声,闹哄哄,交头接耳,窃窃私语,3
人口普查如实写 （打一成语）,大开眼界,天下无双,名不虚传,货真价实,藏龙卧虎,2
说它是虎它不像，金钱印在黄袄上，站在山上吼一声，吓跑猴子吓跑狼（打一动物名）,野猪,盘羊,金钱豹,短尾猴,梅花鹿,2
猿人头盖骨 （常言俗语四字）,弄蝶,一古脑儿,劈里啪啦,冲口而出,诅骂,1
猜无字谜 （常言俗语三字）,挂帐,随行就市,打白条,薄利多销,借支,2
一星期一换 （打一古代著作）,孔子研究,论语,六爻,周易,阴阳五行,3
形如珍珠性耐寒，大雪覆盖最喜欢，春暖花开似绿毡，南风吹来金灿灿。 （打一植物）,小麦,大豆,粮食作物,水稻,玉米,0
满汉全席 （摩托车商标）,五羊本田,金海,日野,红旗,光阳,4
宣扬好人好事 （打一古代官名）,侍郎,赵国麟,赞善,大学士,集贤殿修撰,2
上有线，下有线，当中一条鲤鱼蹿。 （打一物）,石磨,纺车,织布机,篾席,弹花,2
顶上红冠戴，身披五彩衣，能测天亮时，呼得众人醒。 （动物）,鸭子,黄鼠狼,大白鹅,公鸡,下蛋,3
晁天王天下稀奇 （打一成语）,威震八方,奇男子,盖世无双,名满天下,一表非凡,2
排排座，吃果果，那是没指望了 （七字歌曲名）,对面的女孩看过来,现代爱情故事,无心快语,一人有一个梦想,陈慧娴,3
下点狠心就要飞起来 （此谜系无心之作小说一）,山楂树之恋,额尔古纳河右岸,白鹿原,狼图腾,少年派,3
最快捷的女人变男人 （打一成语）,大家闺秀,公主,女扮男装,第一美人,狐妖,2
岁岁为君身上服 （称谓）,小娇妻,奶茶妹,铁娘子,白富美,女总裁,4
坚硬盔甲模样丑，尖尖牙齿喷大口；长长尾巴长在后，攻击敌人只为肉。 （打一动物）,鳄鱼,蟒蛇,蜥蜴,乌龟,掠食者,0
一再夺冠 （商标品牌商号）,国光,洪范五行,廉武,三元,阴阳水,3
元首发言 （打一成语）,有板有眼,天花乱坠,头头是道,说得,一语中的,2
李逵喊宋江 （打成语一）,扬名立万,呼风唤雨,如鱼得水,称王称霸,翻手为云,1
人迹板桥霜 （民乐）,光明行,共铸中国心,快乐之旅,同在蓝天下,医疗援助,0
十八日晴 （歌曲名）,洪湖水浪打浪,翻身道情,四季歌,九九艳阳天,红梅赞,3
与吾同伴入林间 （打一植物）,梧桐,落叶纷纷,秋风,柳絮,海棠,0
白羔皮 （食品）,珍珠丸子,葱油饼,豆沙包,银丝卷,烧麦,3
快刀斩乱麻 （打成语一）,手到擒来,迎刃而解,后顾之忧,困难,时间问题,1
流年 （四字电影）,大漠紫禁令,东港谍影,两个小足球队,虎穴追踪,水上春秋,4
入夜更相思 （中药名）,山药,薏米,花生,红枣,黑豆,4
头尖尖来尾尖尖，吊在树上打秋千，穿着一身绿褂褂，酸甜苦涩味俱全。 （打一植物）,杨桃,柠檬,佛手柑,橄榄,无花果,3
保本足矣·徐妃格 （动物名）,紫貂,狼,黄鼬,金雕,猞猁,4
触角长长穿绿褂，丛中唱歌咕咕呱。 （打一动物）,山菊,蛐蛐,草儿,蝈蝈,蟋蟀,3
一个东西长又方，多少银钱都能装。 （打一计算用具）,声东击西,算盘,打将,调虎离山,抱头鼠窜,1
诗魂 （四字电影）,花间词,风流千古,范蠡西施,横槊赋诗,醉卧长安,1
解析巳字音与意 （荣誉美称）,红番区,风向标,四小龙,滞胀,天安门放光芒,2
鸟儿当中数它小，针尖小嘴吃蜜巧，身子只有蜂儿大，飞翔本领赛大鸟。 （打一动物）,伯劳,跳蛛,蜂鸟,雀鹰,蜻蜓,2
夹岸数百步中无杂树 （打一中药）,土贝母,天花粉,防己,川木通,胡黄连,3
披棕毡，插破扇，屋里站不下，立在园里面。 （打一植物）,棕榈,白千层,桉树,热带植物,乌桕,0
合 （饮料）,百威啤酒,茅台,统一方便面,雀巢,可口可乐,4
一人 （打俗语三字）,绿起来,回老家,环境美,大变样,不看不知道,3
盈盈在紫微 （花名）,风信子,太阳花,一串红,满天星,马蹄莲,3
感冒通 （打成语一）,成何体统,不知羞耻,动手动脚,粗俗,有伤风化,4
深心托毫素 （中国电影）,彩云曲,笔中情,再向虎山行,塞外夺宝,何处不风流,1
早上隐玉兔 （报刊名）,日出,春末,芒种,十月,冬初,3
天天改仪容 （打一成语）,恩怨分明,大仁大义,不计前嫌,慈悲心肠,高风亮节,1
男人站中间，妇孺列两边。 （打三字网络热词）,白富美,萌妹纸,女汉子,菇凉,男生,2
拜天地 （物品）,天下无病,丰衣足食,不求人,自力更生,一切ok,2
瞧瞧过去，看看未来 （打成语一）,瞻前顾后,三思而行,优柔寡断,患得患失,畏首畏尾,0
大似西瓜，轻似鸿毛 （玩具）,彩带,鞭炮,插蜡烛,汽球,布娃娃,3
穿青褂，骑白马，泥里坐，水里耍。 （打一蔬菜）,荸荠,芹菜,大葱,山药,白萝卜,4
眼字变成限字 （打成语一）,绝顶聪明,欺人之谈,炫露,察知,以耳代目,4
两排牙齿一样多，紧紧咬住不松脱，要想让它口张开，除非舌头去舔破。 （打一物）,裤子,纽扣,拉链,肩带,门襟,2
长郊草色绿无涯 （谷种名）,光阳,龙辉,新港,曹妃甸,广青,4
接力赛跑打先锋 （打一成语）,大玩笑,始料不及,击垮,当头一棒,突如其来,3
嫁与万人敌 （打一成语）,有进无退,将才,成大事者不拘小节,匹夫之勇,冲锋陷阵,3
述旧 （古文一）,过秦论,谏太宗十思疏,资治通鉴,唐雎不辱使命,陈情表,4
小时着黑衣，长大穿绿袍，水里过日子，岸上来睡觉（打一动物名）,狒狒,青蛙,乌龟,水獭,小鸭子,1
骂街 （打一成语）,横征暴敛,怨声载道,害民,倒行逆施,不得人心,1
刚刚激怒某某某 （打一成语）,出口成章,才气过人,满腹诗书,文采风流,秀外慧中,1
皮厚独角模样怪，名字叫牛让你猜，力大无穷好厉害，猛兽见了忙逃开。 （打一动物）,犀牛,大象,狒狒,狮子,黑熊,0
乾坤一体也 （常言俗语四字）,阴盛阳衰,单身贵族,男女平等,一夫多妻,婚恋自由,2
红白黄绿小灯笼，高高升到半空中，刮风下雨也不怕，调兵遣将立大功。 （打一物）,炸药,在天空中,探照灯,疯狂的射击,信号弹,4
久旱不雨愁煞人 （打俗语三字）,爱莫能助,干着急,欲哭无泪,等死,一个劲,1
高个子，披绒毯，背着两座山，走路腰不弯。 （打一动物）,骡子,蒙古马,牦牛,骆驼,毛驴,3
田林 （树名）,樟树,三角枫,乌桕,重阳木,天竺桂,3
从不自量 （打一称谓）,老丈人,媳妇儿,小舅子,闺女,岳母,0
小矮人，有名姓，办大事，它作证。 （打一文化用品）,印章,大明宣德年制,器物,毛笔,信封,0
原价 （打一成语）,众望所归,赫赫有名,不折不扣,然而,货真价实,2
旭日升空映竹间 （中国电影）,一个和八个,烈火中永生,第五代导演,高山下的花环,黑炮事件,0
资本雄厚要有为 （汽车牌号）,家家乐,富康,申宝,福顺,永源,1
轩窗小桥隐画里，雾中犹见北斗稀。 （打一称谓职务）,永恒之蓝,暗网,未来世界,炸弹,黑客,4
只因相思惹分非 （打一蔬菜）,土豆,茄子,胡萝卜,包菜,西红柿,0
有种鸟儿本领高，尖嘴会给树开刀。坏树皮，全啄掉，钩出害虫一条条（打一动物名）,松鸭,小云雀,猫头鹰,七星瓢虫,啄木鸟,4
五湖四海皆朋友 （打一成语）,狂妄自大,武林高手,天下无敌,夸口,不过尔尔,2
寻得桃源好避秦 （打四字俗语）,穷追不舍,夺路,仓皇,逃之夭夭,扑空,3
又像树根又像棍，根根上面毛一身，名字听来味道苦，蒸炒上席香喷喷。 （打一植物）,白萝卜,芋头,芡实,大枣,山药,4
叠罗汉 （打成语一）,高歌猛进,站稳脚跟,一鸣惊人,并驾齐驱,后来居上,4
在娘家青枝绿叶，到婆家又黄又瘦，嫁了一个丈夫，要我不离左右。 （打一物）,左腿,斧头,拐杖,铁锤,扫帚,2
圆圆的屋，弯弯的楼，姑娘出门，扇子遮头。 （打一动物）,田螺,河蚌,蛏子,螃蟹,黄鳝,0
一位老头背袋豆，一头走，一头漏 （动物）,猪,鸡,羊,鹅,马肉,2
选拔优秀人才 （打俗语四字）,顺水推舟,愿赌服输,以退为进,小不忍则乱大谋,见好就收,4
站着没有坐着高，一年四季穿皮袄，见了主人尾巴摇，见了生人就想咬。 （打一动物）,巴哥,旺财,猫,狗,兔子,3
一语道破 （打一古代著作）,陵川集,战国策,诗经全译,辞通,祝敏彻,3
笑语满屋 （打一称谓职务）,音乐家,威廉·退尔,琴手,演奏,蓝色狂想曲,0
临刑吃喝足 （打成语一）,狗苟蝇营,饱食终日,得过且过,四体不勤,无所事事,1
冒雨进攻 （中药名）,排风藤,参三七,猴姜,铁脚威灵仙,落得打,4
看着像蛋糕，不能用嘴咬，洗衣和洗澡，浑身出白泡。 （打一清洁用品）,肥皂,牙膏,清洁剂,洗衣粉,抹布,0
毛皮大衣风雪帽，屁股挎着指挥刀，东郭先生曾相救，忘恩负义要反咬。 （打一动物）,野兽,豹子,鬣狗,老虎,狼,4
只准生一个 （打一成语）,兹事体大,非同儿戏,不可造次,言之有理,轻忽,2
有泪莫轻弹 （打二字俗语）,不得劲,落忍,打怵,没良心,三儿,1
似鹿非鹿，似马非马，似牛非牛，似驴非驴。 （打一动物）,萌物,北极熊,小狮子,麋鹿,猫头鹰,3
不重生男重生女 （打一成语）,命门之火,物以稀为贵,闭藏,阴盛阳衰,青黄不接,3
太空服停产 （打一成语）,老奸巨猾,丝丝入扣,天衣无缝,诡计多端,行云流水,2
喷雪飞霜悬玉带 （聊斋志异篇目）,续黄粱,白秋练,绩女,花月痕,朱帘秀,1
征联如泉涌 （打一成语）,出口成章,李可及,应对如流,才识过人,事无大小,2
男儿下海没有错 （宋诗目）,过零丁洋,离骚,己亥杂诗,出师表,石灰吟,0
次品少 （常言俗语三字）,一点儿,估计,所剩无几,差不多,大概,3
雷鸣电闪 （打成语一）,喝斥,拍案而起,阴阳怪气,声色俱厉,叱责,3
中亚高原王者生，雪白厚毛布黑斑。 （打一动物）,兀鹫,猞猁,雪豹,狼,棕熊,2
生在泥洲，命丧刀头，榨尽血汗，尸骨乱丢。 （打一植物）,甘蔗,香蕉,枇杷,地瓜,黄皮果,0
是鸟不爱虫，嘴短而强健，家住田野间，繁殖有一套。 （打一动物）,野鸭,麻雀,灰喜鹊,蟋蟀,乌鸫,1
排队购买 （打一成语）,自负盈亏,顺价,随行就市,惜售,薄利多销,2
削足适履 （三字口语）,说三道四,打击报复,背黑锅,穿小鞋,捅娄子,3
扁扁一只鸟，躲在树上叫，自夸全知道，其实都不晓。 （打一动物）,蝈蝈,知了,蝉,黄雀,鸟,2
生性孤僻喜挑战 （歌曲名）,把悲伤留给自己,无言的结局,爱一个人好难,不是因为寂寞才想你,吻和泪,2
将错就错 （打一成语）,随波逐流,安于现状,得过且过,做一天和尚撞一天钟,眼高手低,2
从此东瀛多事端 （打一成语）,永无宁日,群起而攻之,自取灭亡,势不两立,善罢甘休,0
小时兄弟多，长大各垒窝，一辈子不提婚姻事，死后还阳娶老婆。 （打一动物）,蟾蜍,蚕,蚌,蟒,蜈蚣,1
七人 （中国电影）,高山下的花环,一个和八个,黑炮事件,烈火中永生,第五代导演,1
神台上的猫屎 （打一成语）,臭名昭著,欺善怕恶,人面兽心,神憎鬼厌,暴力成性,3
青枝绿叶好苗条，砍了压在水里泡，剥皮晒干供人用，骨头也能当柴烧。 （打一植物）,笋,头昏眼晕,吴家汤圆,辣椒,麻,4
春雨映眼帘，佳丽半红妆 （工艺品）,牡丹,浏阳夏布,湘绣,滩头年画,荷花,2
固 （打一成语）,门户之见,沽名钓誉,死硬派,迂腐,食古不化,4
此方程无解 （打一成语）,顺水推舟,手到擒来,两全其美,求之不得,应允,3
南北贯百川 （打一古书名）,读史方舆纪要,通典,一统志,郦道元,水经注,4
休设分销店 （中国电影）,华沙起义,死亡集中营,战地记者,日本人,纳粹,1
小时青青老来黄，受尽捶打结成双，送君千里终须别，弃旧迎新丢路旁。 （打一物）,草鞋,布靴,木屐,靰鞡,蓑衣,0
黑壳里面装白瓤，吃了五对剩十双。 （打一植物）,杏干,核桃,花生,黑瓜子,酸角,3
多胎重罚让你怕 （打一成语）,谈虎色变,令人生畏,暗藏危机,洛根峰,不可捉摸,1
分分元 （打成语一）,屡变星霜,白了少年头,一刻千金,几孤风月,空悲切,2
白公公，背黑豆，一路走，一路漏。 （打一动物）,羊,鸡,马肉,鹅,猪,0
让矮个子先走 （打一成语）,派头,自命不凡,势利眼,高人一等,傲物,3
一年到头绿叶挂，五月枝头开白花，无风自有香气来，浓浓烈烈令人夸。 （打一植物）,雏菊,茉莉,仙客来,马蹄莲,栀子花,4
一块变九块（打一成语）,粉齑,支离破碎,摇摇欲坠,元气大伤,四分五裂,4
报喜亦报忧 （打俗语四字）,好说歹说,不依不饶,半推半就,央告,满口答应,0
两个牵挂在心中 （打一成语）,十拿九稳,胸有成竹,满不在乎,侃侃而谈,高深莫测,1
切望 （打一成语）,忍气吞声,言听计从,装聋作哑,冷眼旁观,不闻不问,4
兄弟两弯腰，个子一样高，一旦舞大刀，哥俩互相咬。 （打一家居用品）,指甲锉,老虎钳,缝衣针,皮筋,剪刀,4
渝州秋色闻遐迩 （书名）,宋家客厅,美的呼唤,鲁迅年谱,巴金传,独秀文存,3
月到中秋 （打一俗语五字）,事在人为,闻道有先后,艺不压身,行行出状元,一技之长,3
风华正茂，被刀砍倒，阎罗王作证，陈屋王担保。 （打一食物）,咸菜,辣椒,酱瓜,腌萝卜,油条,0
尖嘴胖身子，头顶露鼻子，家住洋里不是鱼，聪明灵巧会游戏。 （打一动物）,锤头鲨,蝠鲼,水獭,海豚,鲸鱼,3
象牙罐头紫檀盖，中间一棵小青菜。 （打一植物）,桂圆,绿豆,莲子,红枣,银耳,2
想问 （打俗语三字）,曲阳鬼,耳听八方,二郎神杨戬,千里眼,飞天,3
理发 （打成语一）,归零心态,得过且过,从头做起,眼高手低,给自己定位,2
青青木棍状，最爱架上晃。 （打一蔬菜）,莴笋,西红柿,茄子,水萝卜,黄瓜,4
狸猫为何换太子 （打成语一）,前途无量,自古英雄出少年,不鸣则已，一鸣惊人,后生可畏,宝刀未老,3
狗年到，狗年到，添间房，效益好。 （打一动物）,金雕,紫貂,黄鼬,猞猁,狼,3
午休 （打一成语）,只争朝夕,时不我待,任重道远,同舟共济,一万年太久,0
比干如何把命丧 （打一成语）,若无其事,自顾自,狐疑,慢慢吞吞,心不在焉,4
是曲就唱 （打一成语）,不平则鸣,诗品,虽千万人吾往矣,陈言务去,留侯论,0
远看一朵花，近看一脸麻。 （打一植物）,含羞草,向日葵,矢车菊,大丽花,铃兰,1
两个小孩一般高，走路就打架，打架就动刀。 （打一物）,缝衣针,皮筋,老虎钳,剪刀,指甲锉,3
曾爱纤纤拂画桥 （聊斋志异篇目）,柔条,细柳,春草,海棠,拂堤,1
一潜流沙去无影 （打一俗语五字）,装聋作哑,眼不见为净,无所谓,打定主意,一了百了,1
浑身毛，一条腿，不怕灰，只怕水。 （打一物品）,汽车蜡,扫帚,拖把,鸡毛掸,擦擦克林,3
一个少女多感伤，八字造就泪汪汪。生命不息泪不止，一旦止时身也亡。 （打一物）,蜡烛,火柴,鞭炮,一根香,油灯,0
空中一只鸟，被人线拉牢，不怕风儿吹，只怕雨儿飘。 （打一物）,捉蝴蝶,蚂蚱,风筝,稻草人,越飞越高,2
红掌拨清波 （歌曲名）,训练有素,船上,海盗,探险家,水手,4
长身体节节光，白胖胖没衣裳，水当被泥当床，一年到头不吃粮。 （打一植物）,青萝卜,莲藕,荸荠,芋艿,茭白,1
